"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HasOptedOutOfEmail","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","Phone","Product_Areas__c","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
01159ac2-0344-4a1d-8365-6fab07c263bf,45693b99-3384-475a-90bd-ee336bf4642e,"#N/A",(03) 8727 8630,"#N/A",Sales,"#N/A",jmanningcongagdo+11@gmail.com,"#N/A",(03) 8727 8630,Edyth,false,"#N/A","#N/A",Marlow,"#N/A",Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,0430 586 857,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,(03) 8727 8630,"#N/A","#N/A","#N/A",Head of Partner Relations,Prodly,"#N/A","#N/A",false,false
014d4fdb-eb57-414d-bf5a-28aac32b7f21,759fc15e-441a-40d0-907b-fd218963b862,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+750@gmail.com,"#N/A","#N/A",Binnie,false,"#N/A","#N/A",Abramo,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 4013,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
01622f51-6107-4d47-8df4-0dd5818331fc,52f6271d-1dc6-47c2-90ee-da56975197df,"#N/A","#N/A",1988-03-09,"#N/A","Brian Sephton was appointed Chief Financial Officer of the company in January 2005 and Chief Legal & Governance Officer in October 2009, following the company’s merger with FCStone.",jmanningcongagdo+275@gmail.com,"#N/A","#N/A",Anneliese,false,"#N/A","#N/A",Stacee,"#N/A",Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,201 Sussex Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(141) 430-2207,"#N/A","#N/A","#N/A",Chief Legal and General Counsel,Prodly,"#N/A","#N/A",false,false
017891b0-823b-4fc0-af2c-f918785ae738,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+173@gmail.com,"#N/A","#N/A",Carilyn,false,"#N/A","#N/A",Barri,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",73 4352 5277,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
018b754c-3e84-46d9-bec6-05645524eab4,702967a3-dd63-4348-9567-876537d97960,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+367@gmail.com,"#N/A","#N/A",Albertine,false,"#N/A","#N/A",Deck,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(484)576-8705,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
018d7f01-8cd8-4d6b-a1d7-0ea0a374d1cb,4b58f00b-86dc-4248-acd4-cda33c1f04b3,"#N/A","#N/A","#N/A","#N/A","Hugh Johnston is vice chairman and chief financial officer of PepsiCo, a global food and beverage company with net revenues of more than $63 billion in 2015 and a product portfolio that includes 22 brands that generate more than $1 billion each in estimated annual retail sales.",jmanningcongagdo+465@gmail.com,"#N/A","#N/A",Silvie,false,"#N/A","#N/A",Curt,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(477) 129-7674,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0194cc42-25dd-43cd-bfbc-3e58bdd05bcd,cad42f09-0061-40a3-abba-f754bef48e41,"#N/A","#N/A",1975-06-29,"#N/A","Greg Garland is chairman and CEO of Phillips 66, a diversified energy manufacturing and logistics company. A chemical engineer, Garland has more than 30 years of industry experience in technical and executive leadership positions within the oil and natural gas and chemicals industries.",jmanningcongagdo+533@gmail.com,"#N/A","#N/A",Goldina,false,"#N/A","#N/A",Winfred,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(670) 157-3760,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0197d832-f7b5-45cc-ae54-1a312f8291f1,79f52f6b-d7ee-4682-aafc-1a8a8dd17741,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+295@gmail.com,"#N/A","#N/A",Marion,false,"#N/A","#N/A",Waylan,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(442)666-1797,"#N/A","#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
01a97ac5-a7f2-4734-93d1-897243a1b4d6,7bd8d61e-bf7d-46c8-823e-4a72ab787f49,"#N/A","#N/A","#N/A","#N/A","Chandler joined Cisco in 1996, when Cisco acquired StrataCom, Inc., where he had been general counsel. Prior to StrataCom, he served for six years as vice president of corporate development and general counsel for Maxtor Corporation, a Fortune 500 hard disk drive manufacturer.",jmanningcongagdo+874@gmail.com,"#N/A","#N/A",Indira,false,"#N/A","#N/A",Olivero,"#N/A",Boston,USA,"#N/A","#N/A","#N/A",2215,MA,4 Yawkey Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(486) 929-5911,"#N/A","#N/A","#N/A",SVP & General Counsel,Prodly,"#N/A","#N/A",false,false
01b70ac6-adf8-4c39-8347-725f44e8cf1a,702b536b-28ef-4e47-b3d6-111678e14f51,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+560@gmail.com,"#N/A","#N/A",Audry,false,"#N/A","#N/A",Leonerd,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+33 0 1 42 14 20 00,"#N/A","#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
01ff4e71-8687-4d96-80b9-dd5b77e20b39,214608cf-84ad-417f-b4db-b0ffdcbe0ba6,"#N/A",(03) 8223 6009,"#N/A",Marketing,"#N/A",jmanningcongagdo+10@gmail.com,"#N/A",(03) 8223 6009,Cynde,false,"#N/A","#N/A",Elmer,"#N/A",Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,0427 614 581,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,(03) 8223 6009,"#N/A","#N/A","#N/A",VP of Marketing,Prodly,"#N/A","#N/A",false,false
020672db-ca0a-4128-8827-feb1bca4384b,"#N/A",(03) 8179 6906,"#N/A",Engineering,"#N/A",jmanningcongagdo+793@gmail.com,"#N/A",(03) 8179 6906,Mirabella,false,"#N/A","#N/A",Jules,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,0426 336 261,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,(03) 8179 6906,"#N/A","#N/A","#N/A","VP, Product Management",Prodly,"#N/A","#N/A",false,false
0228aae8-4b0f-49f7-abdf-bc3e61f4781e,"#N/A",(03) 8532 7526,"#N/A",IT,"#N/A",jmanningcongagdo+91@gmail.com,"#N/A",(03) 8532 7526,Corly,false,"#N/A","#N/A",Curr,"#N/A",Kensington,Australia,"#N/A","#N/A","#N/A",3031,VIC,86 Altona St,0416 785 676,Kensington,Australia,"#N/A","#N/A","#N/A","#N/A",3031,VIC,86 Altona St,(03) 8532 7526,"#N/A","#N/A","#N/A","Manager, Information Technology",Prodly,"#N/A","#N/A",false,false
0243874e-3a01-47f2-b4e6-99f3f416050c,fb382b71-1bb3-4f6d-80a4-af76432a440e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+850@gmail.com,"#N/A","#N/A",Audrie,false,"#N/A","#N/A",Cammy,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",(03) 5338 4059,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
025545b3-a006-454d-8668-2a80061426eb,eed89e6c-e538-40a2-a748-c97e9f8ee1d6,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+240@gmail.com,"#N/A","#N/A",Grazia,false,"#N/A","#N/A",Hansiain,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(893) 203-5336,"#N/A","#N/A","#N/A",Chairman of the Board and CEO,Prodly,"#N/A","#N/A",false,false
0276941b-b727-4a19-9fb5-d875ba73a5e5,a31c055a-838f-44b9-92ef-76cdcf990a3f,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+670@gmail.com,"#N/A","#N/A",Susi,false,"#N/A","#N/A",Andre,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80204,CO,1701 Bryant Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(813) 361-2014,"#N/A","#N/A","#N/A","GVP, CAO & General Counsel",Prodly,"#N/A","#N/A",false,false
02ace9fc-1db9-47c7-85ef-a44f97a4cbb7,c1108095-60a4-4d1c-a10a-5312c6f6a369,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+852@gmail.com,"#N/A","#N/A",Janetta,false,"#N/A","#N/A",Dallas,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",(03) 5338 4061,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
02bdcd15-21ae-4953-a008-cfaa4d9d6567,999286a8-ad3e-44e8-803c-8be4d865eb80,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+197@gmail.com,"#N/A","#N/A",Leola,false,"#N/A","#N/A",Adolphus,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(442)666-1795,"#N/A","#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
02f535f5-d51b-44b8-9015-f7c68ed748b1,"#N/A",(02) 6512 6327,"#N/A",Sales,"#N/A",jmanningcongagdo+842@gmail.com,"#N/A",(02) 6512 6327,Elane,false,"#N/A","#N/A",Aurthur,"#N/A",Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,0420 108 581,Cecil Hills,Australia,"#N/A","#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,(02) 6512 6327,"#N/A","#N/A","#N/A",Account Executive,Prodly,"#N/A","#N/A",false,false
030b082d-82b0-4932-9111-8db434b2b520,a9a48a73-d4ff-4780-85e9-699a22fdb737,"#N/A","#N/A","#N/A","#N/A","Michael Bartschat serves as chief procurement officer (CPO) and vice president of the Johnson Controls Operating System. As CPO, Bartschat leads an integrated global procurement function that leverages scale and optimizes the cost and value of purchased materials, products and services.",jmanningcongagdo+725@gmail.com,"#N/A","#N/A",Anastassia,false,"#N/A","#N/A",Ellsworth,"#N/A",Green Bay,USA,"#N/A","#N/A","#N/A",54304,WI,1265 Lombardi Avenue,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(525) 265-0997,"#N/A","#N/A","#N/A",Chief Procurement Officer,Prodly,"#N/A","#N/A",false,false
0328e73a-cd38-407a-b95c-fd41b4d5f327,"#N/A","#N/A","#N/A","#N/A","Mr. Calantzopoulos was named Chief Executive Officer and was elected to the Board of Directors on May 8, 2013. He served as Chief Operating Officer from our spin-off on March 28, 2008 to May 8, 2013. Mr. Calantzopoulos was PMI’s President and Chief Executive Officer between 2002 and the date of the spin-off.",jmanningcongagdo+869@gmail.com,"#N/A","#N/A",Jennie,false,"#N/A","#N/A",Harcourt,"#N/A",Nashville,USA,"#N/A","#N/A","#N/A",37213,TN,1 Titans Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(102) 111-5274,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
034177ac-b6b4-4cba-8128-e007d706523a,c1108095-60a4-4d1c-a10a-5312c6f6a369,"#N/A",(07) 7438 7293,"#N/A",Marketing,"#N/A",jmanningcongagdo+837@gmail.com,"#N/A",(07) 7438 7293,Shaine,false,"#N/A","#N/A",Orion,"#N/A",Fairfield,Australia,"#N/A","#N/A","#N/A",4103,QLD,40 Archibald St,0410 186 833,Fairfield,Australia,"#N/A","#N/A","#N/A","#N/A",4103,QLD,40 Archibald St,(07) 7438 7293,"#N/A","#N/A","#N/A",Marketing Manager,Prodly,"#N/A","#N/A",false,false
0372934a-1d66-4fda-9bf3-0b219d7e079b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+501@gmail.com,"#N/A","#N/A",Odele,false,"#N/A","#N/A",Teodorico,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",(03) 5338 3933,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0406fa88-30c0-4a10-ad82-282566edd703,"#N/A",(03) 6638 7322,"#N/A",CEO,"#N/A",jmanningcongagdo+788@gmail.com,"#N/A",(03) 6638 7322,Justina,false,"#N/A","#N/A",Zacharias,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,0415 580 870,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3004,VIC,348 St Kilda Road,(03) 6638 7322,"#N/A","#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0465badc-093c-45cc-9cbc-2e8e7fbb6ef7,01b47477-cb94-4447-8dfe-1815141550df,"#N/A","#N/A","#N/A","#N/A","David G. Leitch is global general counsel for Bank of America, responsible for overseeing the company’s legal functions around the world. Based in Charlotte, he is a member of the bank’s executive management team.learn",jmanningcongagdo+529@gmail.com,"#N/A","#N/A",Page,false,"#N/A","#N/A",Lutero,"#N/A",Baltimore,USA,"#N/A","#N/A","#N/A",21230,MD,1101 Russell Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(536) 303-3293,"#N/A","#N/A","#N/A",Global General Counsel,Prodly,"#N/A","#N/A",false,false
04bbf019-7703-4738-b6f2-32c2949522e9,"#N/A","#N/A","#N/A","#N/A","Lori A. Schechter is executive vice president, general counsel and chief compliance officer for McKesson Corporation. She is responsible for overseeing McKesson’s general counsel organization, which consists of the law, public affairs, compliance and corporate secretarial functions for McKesson and its subsidiaries.",jmanningcongagdo+342@gmail.com,"#N/A","#N/A",Consolata,false,"#N/A","#N/A",Emmott,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(952) 203-3951,"#N/A","#N/A","#N/A","EVP, General Counsel",Prodly,"#N/A","#N/A",false,false
04e2dad4-6611-4f02-8638-27c85d787efc,ae49dab7-723b-446b-b22a-3d68ad9f82f8,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+216@gmail.com,"#N/A","#N/A",Glennie,false,"#N/A","#N/A",Haskell,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(440)475-1490,"#N/A","#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
0505190b-2423-4b94-a008-5369e7313cd8,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+215@gmail.com,"#N/A","#N/A",Anjanette,false,"#N/A","#N/A",Ramsay,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",202-555-0112,"#N/A","#N/A","#N/A",CSO,Prodly,"#N/A","#N/A",false,false
05448f42-8216-4341-a49f-84bcdc35c8c9,"#N/A",(02) 6089 8320,"#N/A",Engineering,"#N/A",jmanningcongagdo+2@gmail.com,"#N/A",(02) 6089 8320,Alethea,false,"#N/A","#N/A",Danie,"#N/A",Sydney,Australia,"#N/A","#N/A","#N/A",2007,NSW,390 Harris Street,0423 551 697,Sydney,Australia,"#N/A","#N/A","#N/A","#N/A",2007,NSW,390 Harris Street,(02) 6089 8320,"#N/A","#N/A","#N/A","VP, Product Management",Prodly,"#N/A","#N/A",false,false
054b6805-9eac-4d60-9dcf-84893aef64ed,fd6a274d-3407-441b-a8f3-8c19ea97ec18,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+278@gmail.com,"#N/A","#N/A",Brigitta,false,"#N/A","#N/A",Giraud,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(833) 758-6602,"#N/A","#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
